"","name","description","page"
"432","dnovemcinctus_homolog_associated_gene_name","Armadillo gene name","homologs"
"433","dnovemcinctus_homolog_ensembl_peptide","Armadillo protein or transcript stable ID","homologs"
"434","dnovemcinctus_homolog_chromosome","Armadillo chromosome/scaffold name","homologs"
"435","dnovemcinctus_homolog_chrom_start","Armadillo chromosome/scaffold start (bp)","homologs"
"436","dnovemcinctus_homolog_chrom_end","Armadillo chromosome/scaffold end (bp)","homologs"
"437","dnovemcinctus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"438","dnovemcinctus_homolog_subtype","Last common ancestor with Armadillo","homologs"
"439","dnovemcinctus_homolog_orthology_type","Armadillo homology type","homologs"
"440","dnovemcinctus_homolog_perc_id","%id. target Armadillo gene identical to query gene","homologs"
"441","dnovemcinctus_homolog_perc_id_r1","%id. query gene identical to target Armadillo gene","homologs"
"442","dnovemcinctus_homolog_goc_score","Armadillo Gene-order conservation score","homologs"
"443","dnovemcinctus_homolog_wga_coverage","Armadillo Whole-genome alignment coverage","homologs"
"444","dnovemcinctus_homolog_orthology_confidence","Armadillo orthology confidence [0 low, 1 high]","homologs"
"445","sformosus_homolog_ensembl_gene","Asian bonytongue gene stable ID","homologs"
"446","sformosus_homolog_associated_gene_name","Asian bonytongue gene name","homologs"
"447","sformosus_homolog_ensembl_peptide","Asian bonytongue protein or transcript stable ID","homologs"
"448","sformosus_homolog_chromosome","Asian bonytongue chromosome/scaffold name","homologs"
"449","sformosus_homolog_chrom_start","Asian bonytongue chromosome/scaffold start (bp)","homologs"
"450","sformosus_homolog_chrom_end","Asian bonytongue chromosome/scaffold end (bp)","homologs"
"451","sformosus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"452","sformosus_homolog_subtype","Last common ancestor with Asian bonytongue","homologs"
"453","sformosus_homolog_orthology_type","Asian bonytongue homology type","homologs"
"454","sformosus_homolog_perc_id","%id. target Asian bonytongue gene identical to query gene","homologs"
"455","sformosus_homolog_perc_id_r1","%id. query gene identical to target Asian bonytongue gene","homologs"
"456","sformosus_homolog_goc_score","Asian bonytongue Gene-order conservation score","homologs"
"457","sformosus_homolog_wga_coverage","Asian bonytongue Whole-genome alignment coverage","homologs"
"458","sformosus_homolog_orthology_confidence","Asian bonytongue orthology confidence [0 low, 1 high]","homologs"
"459","gmorhua_homolog_ensembl_gene","Atlantic cod gene stable ID","homologs"
"460","gmorhua_homolog_associated_gene_name","Atlantic cod gene name","homologs"
"461","gmorhua_homolog_ensembl_peptide","Atlantic cod protein or transcript stable ID","homologs"
"462","gmorhua_homolog_chromosome","Atlantic cod chromosome/scaffold name","homologs"
"463","gmorhua_homolog_chrom_start","Atlantic cod chromosome/scaffold start (bp)","homologs"
"464","gmorhua_homolog_chrom_end","Atlantic cod chromosome/scaffold end (bp)","homologs"
"465","gmorhua_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"466","gmorhua_homolog_subtype","Last common ancestor with Atlantic cod","homologs"
"467","gmorhua_homolog_orthology_type","Atlantic cod homology type","homologs"
"468","gmorhua_homolog_perc_id","%id. target Atlantic cod gene identical to query gene","homologs"
"469","gmorhua_homolog_perc_id_r1","%id. query gene identical to target Atlantic cod gene","homologs"
"470","gmorhua_homolog_goc_score","Atlantic cod Gene-order conservation score","homologs"
"471","gmorhua_homolog_orthology_confidence","Atlantic cod orthology confidence [0 low, 1 high]","homologs"
"472","charengus_homolog_ensembl_gene","Atlantic herring gene stable ID","homologs"
"473","charengus_homolog_associated_gene_name","Atlantic herring gene name","homologs"
"474","charengus_homolog_ensembl_peptide","Atlantic herring protein or transcript stable ID","homologs"
"475","charengus_homolog_chromosome","Atlantic herring chromosome/scaffold name","homologs"
"476","charengus_homolog_chrom_start","Atlantic herring chromosome/scaffold start (bp)","homologs"
"477","charengus_homolog_chrom_end","Atlantic herring chromosome/scaffold end (bp)","homologs"
"478","charengus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"479","charengus_homolog_subtype","Last common ancestor with Atlantic herring","homologs"
"480","charengus_homolog_orthology_type","Atlantic herring homology type","homologs"
"481","charengus_homolog_perc_id","%id. target Atlantic herring gene identical to query gene","homologs"
"482","charengus_homolog_perc_id_r1","%id. query gene identical to target Atlantic herring gene","homologs"
"483","charengus_homolog_goc_score","Atlantic herring Gene-order conservation score","homologs"
"484","charengus_homolog_wga_coverage","Atlantic herring Whole-genome alignment coverage","homologs"
"485","charengus_homolog_orthology_confidence","Atlantic herring orthology confidence [0 low, 1 high]","homologs"
"486","ssalar_homolog_ensembl_gene","Atlantic salmon gene stable ID","homologs"
"487","ssalar_homolog_associated_gene_name","Atlantic salmon gene name","homologs"
"488","ssalar_homolog_ensembl_peptide","Atlantic salmon protein or transcript stable ID","homologs"
"489","ssalar_homolog_chromosome","Atlantic salmon chromosome/scaffold name","homologs"
"490","ssalar_homolog_chrom_start","Atlantic salmon chromosome/scaffold start (bp)","homologs"
"491","ssalar_homolog_chrom_end","Atlantic salmon chromosome/scaffold end (bp)","homologs"
"492","ssalar_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"493","ssalar_homolog_subtype","Last common ancestor with Atlantic salmon","homologs"
"494","ssalar_homolog_orthology_type","Atlantic salmon homology type","homologs"
"495","ssalar_homolog_perc_id","%id. target Atlantic salmon gene identical to query gene","homologs"
"496","ssalar_homolog_perc_id_r1","%id. query gene identical to target Atlantic salmon gene","homologs"
"497","ssalar_homolog_goc_score","Atlantic salmon Gene-order conservation score","homologs"
"498","ssalar_homolog_wga_coverage","Atlantic salmon Whole-genome alignment coverage","homologs"
"499","ssalar_homolog_orthology_confidence","Atlantic salmon orthology confidence [0 low, 1 high]","homologs"
"500","cporosus_homolog_ensembl_gene","Australian saltwater crocodile gene stable ID","homologs"
"501","cporosus_homolog_associated_gene_name","Australian saltwater crocodile gene name","homologs"
"502","cporosus_homolog_ensembl_peptide","Australian saltwater crocodile protein or transcript stable ID","homologs"
"503","cporosus_homolog_chromosome","Australian saltwater crocodile chromosome/scaffold name","homologs"
"504","cporosus_homolog_chrom_start","Australian saltwater crocodile chromosome/scaffold start (bp)","homologs"
"505","cporosus_homolog_chrom_end","Australian saltwater crocodile chromosome/scaffold end (bp)","homologs"
"506","cporosus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"507","cporosus_homolog_subtype","Last common ancestor with Australian saltwater crocodile","homologs"
"508","cporosus_homolog_orthology_type","Australian saltwater crocodile homology type","homologs"
"509","cporosus_homolog_perc_id","%id. target Australian saltwater crocodile gene identical to query gene","homologs"
"510","cporosus_homolog_perc_id_r1","%id. query gene identical to target Australian saltwater crocodile gene","homologs"
"511","cporosus_homolog_goc_score","Australian saltwater crocodile Gene-order conservation score","homologs"
"512","cporosus_homolog_wga_coverage","Australian saltwater crocodile Whole-genome alignment coverage","homologs"
"513","cporosus_homolog_orthology_confidence","Australian saltwater crocodile orthology confidence [0 low, 1 high]","homologs"
"514","lbergylta_homolog_ensembl_gene","Ballan wrasse gene stable ID","homologs"
"515","lbergylta_homolog_associated_gene_name","Ballan wrasse gene name","homologs"
"516","lbergylta_homolog_ensembl_peptide","Ballan wrasse protein or transcript stable ID","homologs"
"517","lbergylta_homolog_chromosome","Ballan wrasse chromosome/scaffold name","homologs"
"518","lbergylta_homolog_chrom_start","Ballan wrasse chromosome/scaffold start (bp)","homologs"
"519","lbergylta_homolog_chrom_end","Ballan wrasse chromosome/scaffold end (bp)","homologs"
"520","lbergylta_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"521","lbergylta_homolog_subtype","Last common ancestor with Ballan wrasse","homologs"
"522","lbergylta_homolog_orthology_type","Ballan wrasse homology type","homologs"
"523","lbergylta_homolog_perc_id","%id. target Ballan wrasse gene identical to query gene","homologs"
"524","lbergylta_homolog_perc_id_r1","%id. query gene identical to target Ballan wrasse gene","homologs"
"525","lbergylta_homolog_goc_score","Ballan wrasse Gene-order conservation score","homologs"
"526","lbergylta_homolog_wga_coverage","Ballan wrasse Whole-genome alignment coverage","homologs"
"527","lbergylta_homolog_orthology_confidence","Ballan wrasse orthology confidence [0 low, 1 high]","homologs"
"528","lcalcarifer_homolog_ensembl_gene","Barramundi perch gene stable ID","homologs"
"529","lcalcarifer_homolog_associated_gene_name","Barramundi perch gene name","homologs"
"530","lcalcarifer_homolog_ensembl_peptide","Barramundi perch protein or transcript stable ID","homologs"
"531","lcalcarifer_homolog_chromosome","Barramundi perch chromosome/scaffold name","homologs"
"532","lcalcarifer_homolog_chrom_start","Barramundi perch chromosome/scaffold start (bp)","homologs"
"533","lcalcarifer_homolog_chrom_end","Barramundi perch chromosome/scaffold end (bp)","homologs"
"534","lcalcarifer_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"535","lcalcarifer_homolog_subtype","Last common ancestor with Barramundi perch","homologs"
"536","lcalcarifer_homolog_orthology_type","Barramundi perch homology type","homologs"
"537","lcalcarifer_homolog_perc_id","%id. target Barramundi perch gene identical to query gene","homologs"
"538","lcalcarifer_homolog_perc_id_r1","%id. query gene identical to target Barramundi perch gene","homologs"
"539","lcalcarifer_homolog_goc_score","Barramundi perch Gene-order conservation score","homologs"
"540","lcalcarifer_homolog_wga_coverage","Barramundi perch Whole-genome alignment coverage","homologs"
"541","lcalcarifer_homolog_orthology_confidence","Barramundi perch orthology confidence [0 low, 1 high]","homologs"
"542","dleucas_homolog_ensembl_gene","Beluga whale gene stable ID","homologs"
"543","dleucas_homolog_associated_gene_name","Beluga whale gene name","homologs"
"544","dleucas_homolog_ensembl_peptide","Beluga whale protein or transcript stable ID","homologs"
"545","dleucas_homolog_chromosome","Beluga whale chromosome/scaffold name","homologs"
"546","dleucas_homolog_chrom_start","Beluga whale chromosome/scaffold start (bp)","homologs"
"547","dleucas_homolog_chrom_end","Beluga whale chromosome/scaffold end (bp)","homologs"
"548","dleucas_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"549","dleucas_homolog_subtype","Last common ancestor with Beluga whale","homologs"
"550","dleucas_homolog_orthology_type","Beluga whale homology type","homologs"
"551","dleucas_homolog_perc_id","%id. target Beluga whale gene identical to query gene","homologs"
"552","dleucas_homolog_perc_id_r1","%id. query gene identical to target Beluga whale gene","homologs"
"553","dleucas_homolog_goc_score","Beluga whale Gene-order conservation score","homologs"
"554","dleucas_homolog_wga_coverage","Beluga whale Whole-genome alignment coverage","homologs"
"555","dleucas_homolog_orthology_confidence","Beluga whale orthology confidence [0 low, 1 high]","homologs"
"556","spartitus_homolog_ensembl_gene","Bicolor damselfish gene stable ID","homologs"
"557","spartitus_homolog_associated_gene_name","Bicolor damselfish gene name","homologs"
"558","spartitus_homolog_ensembl_peptide","Bicolor damselfish protein or transcript stable ID","homologs"
"559","spartitus_homolog_chromosome","Bicolor damselfish chromosome/scaffold name","homologs"
"560","spartitus_homolog_chrom_start","Bicolor damselfish chromosome/scaffold start (bp)","homologs"
"561","spartitus_homolog_chrom_end","Bicolor damselfish chromosome/scaffold end (bp)","homologs"
"562","spartitus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"563","spartitus_homolog_subtype","Last common ancestor with Bicolor damselfish","homologs"
"564","spartitus_homolog_orthology_type","Bicolor damselfish homology type","homologs"
"565","spartitus_homolog_perc_id","%id. target Bicolor damselfish gene identical to query gene","homologs"
"566","spartitus_homolog_perc_id_r1","%id. query gene identical to target Bicolor damselfish gene","homologs"
