Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,Ethnicity,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,sex,SRA Study,tissue
SRR8670720,NA,WGS,GCA_000001405.13,202,112573476072,GNF,PRJNA523380,SAMN10988290,Human,52187713935,U-251 MG,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (astrocytoma),primary,Caucasian,SRX5466660,Illumina HiSeq 2000,cell line,WGS-U251MG_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,U251MG_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8670724,43,WGS,GCA_000001405.13,202,116004300430,ATCC:UACC-812,PRJNA523380,SAMN10988448,Human,59511489212,UACC-812,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5466656,Illumina HiSeq 2000,cell line,WGS-UACC812_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,UACC812_BREAST,cell culture,female,SRP186687,breast
SRR8639225,63,WGS,GCA_000001405.13,202,105388158716,ECACC:COR-L279,PRJNA523380,SAMN10988050,Human,55704328221,COR-L279,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5437508,Illumina HiSeq 2000,cell line,WGS-CORL279_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CORL279_LUNG,cell culture,male,SRP186687,lung
SRR8639135,56,WGS,GCA_000001405.13,202,102600923730,GNF,PRJNA523380,SAMN10988170,Human,47821841647,A101D,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5437598,Illumina HiSeq 2000,cell line,WGS-A101D_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A101D_SKIN,cell culture,male,SRP186687,skin
SRR8639177,61,WGS,GCA_000001405.13,202,105319805350,RIKEN:GI-1,PRJNA523380,SAMN10987799,Human,55816142601,GI-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (gliosarcoma),primary,Asian,SRX5437556,Illumina HiSeq 2000,cell line,WGS-GI1_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GI1_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8652100,32,WGS,GCA_000001405.13,202,111805556710,ATCC:LS411N,PRJNA523380,SAMN10988286,Human,58161490878,LS411N,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5449800,Illumina HiSeq 2000,cell line,WGS-LS411N_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LS411N_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8670680,67,WGS,GCA_000001405.13,202,137479612684,DSMZ:SK-MEL-30,PRJNA523380,SAMN10988313,Human,75665525060,SK-MEL-30,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5466700,Illumina HiSeq 2000,cell line,WGS-SKMEL30_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKMEL30_SKIN,cell culture,male,SRP186687,skin
SRR8670726,64,WGS,GCA_000001405.13,202,111511859214,NIBRI,PRJNA523380,SAMN10988023,Human,54719580570,OVCAR-8,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5466654,Illumina HiSeq 2000,cell line,WGS-OVCAR8_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OVCAR8_OVARY,cell culture,female,SRP186687,ovary
SRR8639202,56,WGS,GCA_000001405.13,202,121309936278,NIBRI,PRJNA523380,SAMN10987905,Human,67005345502,CAL 27,BROAD INSTITUTE,public,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5437531,Illumina HiSeq 2000,cell line,WGS-CAL27_UPPER_AERODIGESTIVE_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CAL27_UPPER_AERODIGESTIVE_TRACT,cell culture,male,SRP186687,upper_aerodigestive_tract
SRR8652060,55,WGS,GCA_000001405.13,202,141291358340,ATCC:KATO III,PRJNA523380,SAMN10988331,Human,75511399095,KATO III,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Asian,SRX5449840,Illumina HiSeq 2000,cell line,WGS-KATOIII_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KATOIII_STOMACH,cell culture,male,SRP186687,stomach
SRR8639147,39,WGS,GCA_000001405.13,202,106591782988,ATCC:HCC827,PRJNA523380,SAMN10988440,Human,51556200668,HCC827,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5437586,Illumina HiSeq 2000,cell line,WGS-HCC827_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC827_LUNG,cell culture,female,SRP186687,lung
SRR8639232,35,WGS,GCA_000001405.13,202,149800126368,HSSRB,PRJNA523380,SAMN10988051,Human,77681585264,GB-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Asian,SRX5437501,Illumina HiSeq 2000,cell line,WGS-GB1_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GB1_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8652050,NA,WGS,GCA_000001405.13,202,103947388060,ATCC:NCI-H1975,PRJNA523380,SAMN10988259,Human,50255051293,NCI-H1975,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Caucasian,SRX5449850,Illumina HiSeq 2000,cell line,WGS-NCIH1975_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1975_LUNG,cell culture,female,SRP186687,lung
SRR8652062,63,WGS,GCA_000001405.13,202,130506092328,HSRRB,PRJNA523380,SAMN10988365,Human,71419980840,IM95,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (intestinal_adenocarcinoma),primary,Asian,SRX5449838,Illumina HiSeq 2000,cell line,WGS-IM95_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,IM95_STOMACH,cell culture,male,SRP186687,stomach
SRR8652070,49,WGS,GCA_000001405.13,202,124083347394,ATCC:KNS-62,PRJNA523380,SAMN10987892,Human,64231577173,KNS-62,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),metastasis,Asian,SRX5449830,Illumina HiSeq 2000,cell line,WGS-KNS62_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KNS62_LUNG,cell culture,male,SRP186687,lung
SRR8652061,47,WGS,GCA_000001405.13,202,126657509548,NCI/DCTD,PRJNA523380,SAMN10988218,Human,66542220401,IGROV1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5449839,Illumina HiSeq 2000,cell line,WGS-IGROV1_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,IGROV1_OVARY,cell culture,female,SRP186687,ovary
SRR8652090,65,WGS,GCA_000001405.13,202,119723167294,ATCC:LN-18,PRJNA523380,SAMN10988197,Human,54442746549,LN-18,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5449810,Illumina HiSeq 2000,cell line,WGS-LN18_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LN18_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8652134,62,WGS,GCA_000001405.13,202,122678685450,ATCC:MSTO-211H,PRJNA523380,SAMN10987652,Human,66894138852,MSTO-211H,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mesothelioma,metastasis,Caucasian,SRX5449766,Illumina HiSeq 2000,cell line,WGS-MSTO211H_PLEURA,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MSTO211H_PLEURA,cell culture,male,SRP186687,pleura
SRR8639154,36,WGS,GCA_000001405.13,202,126000375470,NIBRI,PRJNA523380,SAMN10988215,Human,66854279343,EFO-27,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (mucinous_carcinoma),metastasis,Caucasian,SRX5437579,Illumina HiSeq 2000,cell line,WGS-EFO27_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EFO27_OVARY,cell culture,female,SRP186687,ovary
SRR8639223,62,WGS,GCA_000001405.13,202,130028313444,ECAAC,PRJNA523380,SAMN10987871,Human,66132615582,COR-L23,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (large_cell_carcinoma),metastasis,Caucasian,SRX5437510,Illumina HiSeq 2000,cell line,WGS-CORL23_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CORL23_LUNG,cell culture,male,SRP186687,lung
SRR8639227,70,WGS,GCA_000001405.13,202,113020322696,NA,PRJNA523380,SAMN10987883,Human,54799502042,COLO 201,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5437506,Illumina HiSeq 2000,cell line,WGS-COLO201_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,COLO201_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8652048,41,WGS,GCA_000001405.13,202,115905656558,ATCC:NCI-H1930,PRJNA523380,SAMN10988154,Human,58205789587,NCI-H1930,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449852,Illumina HiSeq 2000,cell line,WGS-NCIH1930_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1930_LUNG,cell culture,male,SRP186687,lung
SRR8652089,NA,WGS,GCA_000001405.13,202,145087639886,RIKEN:LK-2,PRJNA523380,SAMN10988232,Human,81308934453,LK-2,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5449811,Illumina HiSeq 2000,cell line,WGS-LK2_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LK2_LUNG,cell culture,NA,SRP186687,lung
SRR8652142,39,WGS,GCA_000001405.13,202,132824582678,ATCC:NCI-H1436,PRJNA523380,SAMN10988000,Human,70581992576,NCI-H1436,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449758,Illumina HiSeq 2000,cell line,WGS-NCIH1436_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1436_LUNG,cell culture,male,SRP186687,lung
SRR8670676,73,WGS,GCA_000001405.13,202,126381939330,Riken,PRJNA523380,SAMN10988298,Human,65426608465,TE-5,BROAD INSTITUTE,public,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5466704,Illumina HiSeq 2000,cell line,WGS-TE5_OESOPHAGUS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,TE5_OESOPHAGUS,cell culture,female,SRP186687,oesophagus
SRR8670744,78,WGS,GCA_000001405.13,202,159313172544,ECACC:OV7,PRJNA523380,SAMN10988013,Human,81578905246,OV7,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5466636,Illumina HiSeq 2000,cell line,WGS-OV7_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OV7_OVARY,cell culture,female,SRP186687,ovary
SRR8670763,65,WGS,GCA_000001405.13,202,119632914300,NIBRI,PRJNA523380,SAMN10987787,Human,57622065708,RL95-2,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (mixed_adenosquamous_carcinoma),primary,Caucasian,SRX5466617,Illumina HiSeq 2000,cell line,WGS-RL952_ENDOMETRIUM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RL952_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8639143,33,WGS,GCA_000001405.13,202,115759538242,DSMZ:EOL-1,PRJNA523380,SAMN10988490,Human,53747797309,EOL-1,BROAD INSTITUTE,public,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M5)",primary,Caucasian,SRX5437590,Illumina HiSeq 2000,cell line,WGS-EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8639153,56,WGS,GCA_000001405.13,202,145664777722,NIBRI,PRJNA523380,SAMN10988346,Human,75188812872,EFO-21,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (serous_carcinoma),metastasis,Caucasian,SRX5437580,Illumina HiSeq 2000,cell line,WGS-EFO21_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EFO21_OVARY,cell culture,female,SRP186687,ovary
SRR8670746,46,WGS,GCA_000001405.13,202,121631540680,DSMZ:SCLC-21H,PRJNA523380,SAMN10988516,Human,68944833855,SCLC-21H,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5466634,Illumina HiSeq 2000,cell line,WGS-SCLC21H_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SCLC21H_LUNG,cell culture,male,SRP186687,lung
SRR8670748,70,WGS,GCA_000001405.13,202,129360297626,NIBRI,PRJNA523380,SAMN10988425,Human,70750082664,SCC-25,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5466632,Illumina HiSeq 2000,cell line,WGS-SCC25_UPPER_AERODIGESTIVE_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SCC25_UPPER_AERODIGESTIVE_TRACT,cell culture,male,SRP186687,upper_aerodigestive_tract
SRR8639183,49,WGS,GCA_000001405.13,202,111599051302,ATCC:HCC1428,PRJNA523380,SAMN10988527,Human,56993326177,HCC1428,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5437550,Illumina HiSeq 2000,cell line,WGS-HCC1428_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC1428_BREAST,cell culture,female,SRP186687,breast
SRR8652074,77,WGS,GCA_000001405.13,202,128092538354,RIKEN:KE-39,PRJNA523380,SAMN10987859,Human,71749696976,KE-39,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Asian,SRX5449826,Illumina HiSeq 2000,cell line,WGS-KE39_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KE39_STOMACH,cell culture,male,SRP186687,stomach
SRR8652122,65,WGS,GCA_000001405.13,202,120366418922,NIBRI,PRJNA523380,SAMN10988205,Human,60690604527,MIA PaCa-2,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5449778,Illumina HiSeq 2000,cell line,WGS-MIAPACA2_PANCREAS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MIAPACA2_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8652123,72,WGS,GCA_000001405.13,202,104999658378,HSSRB,PRJNA523380,SAMN10987827,Human,50433074122,MKN1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (mixed_adenosquamous_carcinoma),metastasis,Asian,SRX5449777,Illumina HiSeq 2000,cell line,WGS-MKN1_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MKN1_STOMACH,cell culture,male,SRP186687,stomach
SRR8639158,52,WGS,GCA_000001405.13,202,109634169224,DSMZ:HCC-33,PRJNA523380,SAMN10987702,Human,60211974029,HCC-33,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5437575,Illumina HiSeq 2000,cell line,WGS-HCC33_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC33_LUNG,cell culture,male,SRP186687,lung
SRR8639159,48,WGS,GCA_000001405.13,202,136641824754,NIBRI,PRJNA523380,SAMN10987607,Human,65459659475,HCC2157,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,African_american,SRX5437574,Illumina HiSeq 2000,cell line,WGS-HCC2157_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC2157_BREAST,cell culture,female,SRP186687,breast
SRR8639161,61,WGS,GCA_000001405.13,202,115378473524,NA,PRJNA523380,SAMN10987850,Human,55817673822,HCC1954,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5437572,Illumina HiSeq 2000,cell line,WGS-HCC1954_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC1954_BREAST,cell culture,female,SRP186687,breast
SRR8652064,50,WGS,GCA_000001405.13,202,117413908546,HSRRB,PRJNA523380,SAMN10987777,Human,60962713668,JHH-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5449836,Illumina HiSeq 2000,cell line,WGS-JHH1_LIVER,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,JHH1_LIVER,cell culture,male,SRP186687,liver
SRR8652145,55,WGS,GCA_000001405.13,175,135682036803,ATCC:NCI-H1618,PRJNA523380,SAMN10988122,Human,71131057283,NCI-H1618,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449755,Illumina HiSeq 2000,cell line,WGS-NCIH1618_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1618_LUNG,cell culture,female,SRP186687,lung
SRR8670725,57,WGS,GCA_000001405.13,202,126830342768,ATCC:UACC-893,PRJNA523380,SAMN10988479,Human,67253533620,UACC-893,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5466655,Illumina HiSeq 2000,cell line,WGS-UACC893_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,UACC893_BREAST,cell culture,female,SRP186687,breast
SRR8639176,NA,WGS,GCA_000001405.13,202,138529147720,NIBRI,PRJNA523380,SAMN10988216,Human,75336494259,A2780,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,African_american,SRX5437557,Illumina HiSeq 2000,cell line,WGS-A2780_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A2780_OVARY,cell culture,female,SRP186687,ovary
SRR8652041,52,WGS,GCA_000001405.13,202,123665619676,ATCC:NCI-H1836,PRJNA523380,SAMN10988158,Human,63292614271,NCI-H1836,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5449859,Illumina HiSeq 2000,cell line,WGS-NCIH1836_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1836_LUNG,cell culture,male,SRP186687,lung
SRR8652112,58,WGS,GCA_000001405.13,202,122760628568,NA,PRJNA523380,SAMN10988225,Human,60419365679,HT-1376,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (transitional_cell_carcinoma),primary,Caucasian,SRX5449788,Illumina HiSeq 2000,cell line,WGS-HT1376_URINARY_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HT1376_URINARY_TRACT,cell culture,female,SRP186687,urinary_tract
SRR8652113,29,WGS,GCA_000001405.13,202,113703103300,NA,PRJNA523380,SAMN10988126,Human,56596519471,HT-144,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5449787,Illumina HiSeq 2000,cell line,WGS-HT144_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HT144_SKIN,cell culture,male,SRP186687,skin
SRR8670689,56,WGS,GCA_000001405.13,202,113044794188,ATCC:NCI-H510,PRJNA523380,SAMN10987639,Human,55986356980,NCI-H510,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5466691,Illumina HiSeq 2000,cell line,WGS-NCIH510_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH510_LUNG,cell culture,male,SRP186687,lung
SRR8670769,50,WGS,GCA_000001405.13,202,139431312444,KCLB:SNU-119,PRJNA523380,SAMN10987751,Human,65739756776,SNU-119,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5466611,Illumina HiSeq 2000,cell line,WGS-SNU119_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU119_OVARY,cell culture,female,SRP186687,ovary
SRR8639149,62,WGS,GCA_000001405.13,202,152208329564,ATCC:DU4475,PRJNA523380,SAMN10987660,Human,73848126636,DU4475,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5437584,Illumina HiSeq 2000,cell line,WGS-DU4475_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DU4475_BREAST,cell culture,female,SRP186687,breast
SRR8639214,NA,WGS,GCA_000001405.13,202,104464413120,ECACC:COV644,PRJNA523380,SAMN10988003,Human,50277787202,COV644,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5437519,Illumina HiSeq 2000,cell line,WGS-COV644_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,COV644_OVARY,cell culture,female,SRP186687,ovary
SRR8652080,NA,WGS,GCA_000001405.13,202,121842524226,NIBRI,PRJNA523380,SAMN10988059,Human,60296005012,NCI-H3255,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5449820,Illumina HiSeq 2000,cell line,WGS-NCIH3255_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH3255_LUNG,cell culture,NA,SRP186687,lung
SRR8652126,48,WGS,GCA_000001405.13,202,102407642858,NIBRI,PRJNA523380,SAMN10988263,Human,49763251014,MDA-MB-453,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5449774,Illumina HiSeq 2000,cell line,WGS-MDAMB453_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MDAMB453_BREAST,cell culture,female,SRP186687,breast
