"","seqnames","start","end","width","strand","V4","V5","V6","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"148","chr4",120060118,120060138,21,"*","chr4_r_c273[k=105][m=105]",105,"-","Promoter (<=1kb)",4,120059828,120061036,1209,2,"4085","ENST00000512484.5",898
"149","chr4",159358579,159358599,21,"*","chr4_f_c355[k=105][m=105]",105,"+","3' UTR",4,159352457,159353569,1113,1,"9693","ENST00000509891.1",6122
"150","chr9",133336088,133336108,21,"*","chr9_r_c306[k=105][m=105]",105,"-","Promoter (<=1kb)",9,133328776,133336188,7413,2,"6838","ENST00000372022.6",80
"151","chr19",34382883,34382903,21,"*","chr19_f_c202[k=106][m=105]",105,"+","Intron (ENST00000415930.8/2821, intron 10 of 18)",19,34378978,34379867,890,1,"2821","ENST00000590362.1",3905
"152","chr1",225537230,225537250,21,"*","chr1_r_c764[k=104][m=104]",104,"-","Intron (ENST00000366844.7/55740, intron 3 of 14)",1,225495480,225515397,19918,2,"55740","ENST00000358675.6",-21833
"153","chr13",49969312,49969332,21,"*","chr13_r_c103[k=104][m=104]",104,"-","Intron (ENST00000665220.1/ENST00000665220.1, intron 1 of 1)",13,49995888,50012327,16440,1,"10206","ENST00000442421.5",-26556
"154","chr13",95681520,95681540,21,"*","chr13_f_c136[k=104][m=104]",104,"+","Intron (ENST00000602402.6/5611, intron 1 of 11)",13,95677158,95791843,114686,1,"5611","ENST00000376795.6",4362
"155","chr17",72929643,72929663,21,"*","chr17_r_c340[k=104][m=104]",104,"-","Intron (ENST00000255559.7/201266, intron 5 of 9)",17,72823698,72992932,169235,2,"201266","ENST00000584129.1",63269
"156","chr3",185042619,185042639,21,"*","chr3_f_c542[k=104][m=104]",104,"+","Intron (ENST00000287546.8/23355, intron 45 of 46)",3,184982418,184996501,14084,1,"23355","ENST00000488255.1",60201
"157","chr12",106238733,106238753,21,"*","chr12_r_c311[k=106][m=104]",104,"-","3' UTR",12,106237881,106248020,10140,2,"10970","ENST00000378026.5",9267
"158","chr1",180285996,180286016,21,"*","chr1_r_c594[k=103][m=103]",103,"-","Intron (ENST00000642319.1/84320, intron 8 of 13)",1,180272602,180276224,3623,2,"100527964","ENST00000440959.2",-9772
"159","chr2",12726317,12726337,21,"*","chr2_f_c38[k=103][m=103]",103,"+","Intron (ENST00000381465.2/28951, intron 2 of 2)",2,12718238,12724825,6588,1,"28951","ENST00000405331.3",8079
"160","chr7",16773388,16773408,21,"*","chr7_f_c64[k=103][m=103]",103,"+","Promoter (2-3kb)",7,16775754,16779076,3323,1,"27075","ENST00000466195.1",-2346
"161","chr8",73544176,73544196,21,"*","chr8_r_c158[k=103][m=103]",103,"-","Intron (ENST00000522695.5/27067, intron 10 of 11)",8,73527369,73582830,55462,2,"27067","ENST00000523533.5",38634
"162","chr11",62516765,62516785,21,"*","chr11_r_c177[k=104][m=103]",103,"-","Promoter (<=1kb)",11,62433547,62517357,83811,2,"79026","ENST00000525875.1",572
"163","chr3",100147167,100147187,21,"*","chr3_f_c293[k=102][m=102]",102,"+","Intron (ENST00000463526.1/84319, intron 3 of 3)",3,100159818,100178355,18538,1,"84319","ENST00000478909.5",-12631
"164","chr3",40457779,40457799,21,"*","chr3_f_c125[k=102][m=102]",102,"+","Promoter (<=1kb)",3,40457877,40462368,4492,1,"9045","ENST00000479563.5",-78
"165","chr5",64212993,64213013,21,"*","chr5_f_c121[k=102][m=102]",102,"+","Intron (ENST00000389100.9/285671, intron 3 of 7)",5,64166162,64213647,47486,1,"285671","ENST00000504296.1",46831
"166","chr7",96690546,96690566,21,"*","chr7_r_c226[k=102][m=102]",102,"-","Intron (ENST00000466986.5/7979, intron 2 of 3)",7,96688769,96697372,8604,2,"7979","ENST00000482389.1",6806
"167","chrX",64383613,64383633,21,"*","chrX_r_c125[k=102][m=102]",102,"-","Intron (ENST00000374852.4/55613, intron 1 of 13)",23,64268081,64395452,127372,2,"55613","ENST00000374852.4",11819
"168","chr15",29481505,29481525,21,"*","chr15_r_c26[k=103][m=102]",102,"-","Intron (ENST00000261275.5/23359, intron 1 of 10)",15,29196430,29452799,256370,2,"23359","ENST00000560082.1",-28706
"169","chr20",50924611,50924631,21,"*","chr20_r_c154[k=103][m=102]",102,"-","Intron (ENST00000621696.5/23394, intron 2 of 5)",20,50889048,50928732,39685,2,"23394","ENST00000644386.1",4101
"170","chr1",151267210,151267230,21,"*","chr1_f_c484[k=101][m=101]",101,"+","Promoter (<=1kb)",1,151266544,151267460,917,1,"5710","ENST00000453615.1",666
"171","chr17",59094855,59094875,21,"*","chr17_r_c281[k=101][m=101]",101,"-","Intron (ENST00000393066.7/4591, intron 2 of 24)",17,59079798,59106459,26662,2,"4591","ENST00000580122.5",11584
"172","chr18",79910621,79910641,21,"*","chr18_r_c143[k=101][m=101]",101,"-","Intron (ENST00000357575.8/80148, intron 4 of 4)",18,79903894,79915961,12068,2,"80148","ENST00000590895.1",5320
"173","chr6",72883839,72883859,21,"*","chr6_f_c252[k=101][m=101]",101,"+","Intron (ENST00000342056.6/56479, intron 1 of 14)",6,72967687,72967753,67,2,"100423005","ENST00000583613.1",83894
"174","chr16",84183772,84183792,21,"*","chr16_r_c254[k=104][m=101]",101,"-","Promoter (<=1kb)",16,84183273,84183751,479,2,"9013","ENST00000566183.1",-21
"175","chr11",2641490,2641510,21,"*","chr11_r_c25[k=106][m=101]",101,"-","Exon (ENST00000597346.1/10984, exon 1 of 1)",11,2608328,2699994,91667,2,"10984","ENST00000597346.1",58484
"176","chr11",812828,812848,21,"*","chr11_f_c6[k=299][m=101]",101,"+","Promoter (<=1kb)",11,812079,812850,772,1,"6181","ENST00000527517.1",749
"177","chr14",67456695,67456715,21,"*","chr14_r_c120[k=100][m=100]",100,"-","Intron (ENST00000555638.5/161145, intron 5 of 8)",14,67454466,67467346,12881,2,"105370542","ENST00000554675.1",10631
"178","chr20",32377368,32377388,21,"*","chr20_f_c65[k=100][m=100]",100,"+","Intron (ENST00000651418.1/171023, intron 4 of 13)",20,32366384,32429932,63549,1,"171023","ENST00000470145.3",10984
"179","chr21",28805608,28805628,21,"*","chr21_r_c32[k=101][m=100]",100,"-","Distal Intergenic",21,28872191,28885367,13177,2,"29104","ENST00000303775.10",79739
"180","chr11",57491047,57491067,21,"*","chr11_r_c161[k=103][m=100]",100,"-","Intron (ENST00000278426.8/8501, intron 11 of 14)",11,57491253,57494520,3268,2,"8501","ENST00000529452.5",3453
"181","chr10",7789864,7789884,21,"*","chr10_f_c33[k=99][m=99]",99,"+","Promoter (1-2kb)",10,7788210,7799550,11341,1,"509","ENST00000472202.1",1654
"182","chr1",155753998,155754018,21,"*","chr1_r_c510[k=99][m=99]",99,"-","Promoter (1-2kb)",1,155749942,155752202,2261,2,"54856","ENST00000473267.1",-1796
"183","chr2",161389409,161389429,21,"*","chr2_f_c376[k=99][m=99]",99,"+","Intron (ENST00000409682.8/10213, intron 8 of 11)",2,161381360,161411715,30356,1,"10213","ENST00000477232.5",8049
"184","chr6",43169868,43169888,21,"*","chr6_r_c132[k=99][m=99]",99,"-","Promoter (1-2kb)",6,43171269,43181506,10238,1,"6722","ENST00000265354.6",-1381
"185","chr8",29330182,29330202,21,"*","chr8_r_c47[k=99][m=99]",99,"-","Distal Intergenic",8,29336539,29348805,12267,2,"1846","ENST00000240101.2",18603
"186","chr1",179065302,179065322,21,"*","chr1_f_c639[k=102][m=99]",99,"+","Intron (ENST00000263733.5/9917, intron 6 of 7)",1,179082070,179085855,3786,1,"64222","ENST00000367625.8",-16748
"187","chr3",186786809,186786829,21,"*","chr3_f_c551[k=102][m=99]",99,"+","Promoter (<=1kb)",3,186786675,186786852,178,1,"677847","ENST00000408493.2",134
"188","chr8",6759623,6759643,21,"*","chr8_f_c3[k=128][m=99]",99,"+","3' UTR",8,6747684,6757505,9822,1,"55326","ENST00000533159.1",11939
"189","chr1",155169431,155169451,21,"*","chr1_r_c491[k=151][m=99]",99,"-","3' UTR",1,155169408,155172777,3370,2,"200185","ENST00000463527.5",3326
"190","chr10",86813304,86813324,21,"*","chr10_f_c248[k=98][m=98]",98,"+","Intron (ENST00000638429.1/657, intron 1 of 13)",10,86838862,86929738,90877,1,"657","ENST00000636056.1",-25538
"191","chr21",45417958,45417978,21,"*","chr21_f_c121[k=98][m=98]",98,"+","Intron (ENST00000651438.1/80781, intron 2 of 41)",21,45419716,45425040,5325,2,"378832","ENST00000397787.5",7062
"192","chr2",237763156,237763176,21,"*","chr2_f_c595[k=98][m=98]",98,"+","Exon (ENST00000289175.10/9208, exon 8 of 8)",2,237768197,237780315,12119,1,"9208","ENST00000478958.5",-5021
"193","chr8",84906189,84906209,21,"*","chr8_r_c176[k=98][m=98]",98,"-","Intron (ENST00000522455.5/138046, intron 9 of 9)",8,84872482,84921482,49001,1,"138046","ENST00000518065.1",33707
"194","chr12",123961771,123961791,21,"*","chr12_r_c386[k=99][m=98]",98,"-","Intron (ENST00000238156.8/80212, intron 1 of 4)",12,123971845,124011808,39964,1,"144348","ENST00000537532.5",-10054
"195","chr7",139561600,139561620,21,"*","chr7_r_c361[k=102][m=98]",98,"-","3' UTR",7,139539153,139544984,5832,1,"154790","ENST00000520413.1",22447
"196","chr17",12107439,12107459,21,"*","chr17_f_c47[k=110][m=98]",98,"+","Intron (ENST00000582183.5/6416, intron 2 of 4)",17,12113040,12129282,16243,1,"6416","ENST00000585076.1",-5581
"197","chr11",93721804,93721824,21,"*","chr11_f_c540[k=97][m=97]",97,"+","Promoter (<=1kb)",11,93721797,93721866,70,1,"619383","ENST00000362805.1",7
"198","chr12",120155372,120155392,21,"*","chr12_r_c363[k=97][m=97]",97,"-","Promoter (<=1kb)",12,120155434,120155499,66,2,"100616179","ENST00000577599.1",107
"199","chr2",85327933,85327953,21,"*","chr2_r_c239[k=97][m=97]",97,"-","Promoter (<=1kb)",2,85324385,85327985,3601,2,"10618","ENST00000444342.2",32
"200","chr3",121694941,121694961,21,"*","chr3_r_c312[k=97][m=97]",97,"-","3' UTR",3,121664530,121677030,12501,2,"2804","ENST00000491690.1",-17911
"201","chr6",155507180,155507200,21,"*","chr6_f_c436[k=97][m=97]",97,"+","Distal Intergenic",6,155395368,155455839,60472,2,"50508","ENST00000159060.3",-51341
"202","chr6",44112401,44112421,21,"*","chr6_r_c139[k=97][m=97]",97,"-","Distal Intergenic",6,44126914,44155519,28606,1,"55362","ENST00000259746.13",-14493
"203","chr7",27617673,27617693,21,"*","chr7_r_c91[k=97][m=97]",97,"-","Promoter (<=1kb)",7,27617474,27627496,10023,1,"790953","ENST00000665298.1",199
"204","chr7",5051257,5051277,21,"*","chr7_f_c31[k=97][m=97]",97,"+","Intron (ENST00000407184.5/100533952, intron 3 of 7)",7,5045911,5073221,27311,1,"100533952","ENST00000396904.2",5346
"205","chr11",64915807,64915827,21,"*","chr11_r_c210[k=98][m=97]",97,"-","Promoter (1-2kb)",11,64912611,64917206,4596,2,"23130","ENST00000461701.5",1379
"206","chr15",50347403,50347423,21,"*","chr15_r_c88[k=98][m=97]",97,"-","Exon (ENST00000607728.1/ENST00000607728.1, exon 1 of 1)",15,50348936,50354861,5926,2,"55056","ENST00000615671.2",7438
"207","chr2",231989496,231989516,21,"*","chr2_f_c526[k=98][m=97]",97,"+","Intron (ENST00000273009.10/129563, intron 1 of 13)",2,232014928,232336977,322050,1,"129563","ENST00000433430.5",-25412
"208","chr20",41175810,41175830,21,"*","chr20_f_c127[k=100][m=97]",97,"+","Promoter (2-3kb)",20,41173804,41182989,9186,1,"5335","ENST00000607954.1",2006
"209","chr13",111274766,111274786,21,"*","chr13_f_c198[k=96][m=96]",96,"+","Promoter (<=1kb)",13,111275651,111281109,5459,1,"8874","ENST00000544132.2",-865
"210","chr14",96565868,96565888,21,"*","chr14_f_c248[k=96][m=96]",96,"+","3' UTR",14,96562458,96565106,2649,1,"10914","ENST00000555508.1",3410
"211","chr3",123626167,123626187,21,"*","chr3_f_c341[k=96][m=96]",96,"+","Promoter (<=1kb)",3,123612310,123625316,13007,2,"4638","ENST00000418370.6",-851
"212","chr3",188710093,188710113,21,"*","chr3_f_c567[k=96][m=96]",96,"+","3' UTR",3,188725268,188746618,21351,1,"4026","ENST00000483938.1",-15155
"213","chr3",32752226,32752246,21,"*","chr3_f_c94[k=96][m=96]",96,"+","Promoter (1-2kb)",3,32753261,32769960,16700,1,"25904","ENST00000471003.6",-1015
"214","chr6",26200093,26200113,21,"*","chr6_f_c105[k=97][m=96]",96,"+","Promoter (<=1kb)",6,26199520,26200715,1196,1,"8343","ENST00000356530.5",573
"215","chr19",41808860,41808880,21,"*","chr19_f_c267[k=98][m=96]",96,"+","Promoter (<=1kb)",19,41808813,41810031,1219,1,"1084","ENST00000599662.1",47
"216","chr8",28849505,28849525,21,"*","chr8_r_c44[k=99][m=96]",96,"-","Intron (ENST00000523303.5/55756, intron 3 of 16)",8,28813492,28859503,46012,2,"55756","ENST00000520437.1",9978
"217","chr12",116037589,116037609,21,"*","chr12_r_c342[k=95][m=95]",95,"-","Intron (ENST00000281928.9/23389, intron 4 of 30)",12,115981304,116022508,41205,2,"23389","ENST00000549786.2",-15081
"218","chr14",35308940,35308960,21,"*","chr14_f_c43[k=95][m=95]",95,"+","Promoter (<=1kb)",14,35308775,35310827,2053,1,"5687","ENST00000555050.1",165
"219","chr3",42115012,42115032,21,"*","chr3_f_c136[k=95][m=95]",95,"+","Intron (ENST00000673621.2/22906, intron 2 of 16)",3,42091357,42225890,134534,1,"22906","ENST00000327628.10",23655
"220","chrX",152556984,152557004,21,"*","chrX_r_c372[k=95][m=95]",95,"-","Distal Intergenic",23,152637895,152657542,19648,1,"55879","ENST00000598523.3",-80891
"221","chr20",62285712,62285732,21,"*","chr20_f_c223[k=97][m=95]",95,"+","3' UTR",20,62291562,62294114,2553,1,"9885","ENST00000471817.2",-5830
"222","chr18",31849539,31849559,21,"*","chr18_r_c50[k=98][m=95]",95,"-","Intron (ENST00000283351.10/22878, intron 25 of 28)",18,31846751,31852872,6122,2,"22878","ENST00000578886.1",3313
"223","chr11",1268596,1268616,21,"*","chr11_r_c5[k=94][m=94]",94,"-","Distal Intergenic",11,1259523,1260085,563,1,"727897","ENST00000527802.1",9073
"224","chr16",8917744,8917764,21,"*","chr16_r_c67[k=94][m=94]",94,"-","Intron (ENST00000344836.9/7874, intron 6 of 30)",16,8901933,8904533,2601,2,"7874","ENST00000570256.5",-13211
"225","chr10",114431453,114431473,21,"*","chr10_r_c295[k=95][m=94]",94,"-","3' UTR",10,114439617,114441041,1425,2,"3983","ENST00000485570.1",9568
"226","chr7",107911584,107911604,21,"*","chr7_f_c327[k=97][m=94]",94,"+","Intron (ENST00000415325.5/1738, intron 6 of 11)",7,107904668,107906369,1702,1,"1738","ENST00000489184.1",6916
"227","chrX",136871895,136871915,21,"*","chrX_r_c353[k=112][m=94]",94,"-","Promoter (1-2kb)",23,136848004,136873425,25422,2,"27316","ENST00000561733.5",1510
"228","chr10",118682186,118682206,21,"*","chr10_r_c311[k=93][m=93]",93,"-","3' UTR",10,118685959,118686781,823,2,"143384","ENST00000490610.1",4575
"229","chr15",71128189,71128209,21,"*","chr15_f_c153[k=93][m=93]",93,"+","Intron (ENST00000355327.7/79875, intron 1 of 17)",15,71115665,71215238,99574,1,"79875","ENST00000620694.1",12524
"230","chr17",80344814,80344834,21,"*","chr17_f_c410[k=93][m=93]",93,"+","Exon (ENST00000508628.6/57674, exon 30 of 69)",17,80337514,80339446,1933,1,"57674","ENST00000571908.1",7300
"231","chr18",36138389,36138409,21,"*","chr18_f_c81[k=93][m=93]",93,"+","Promoter (<=1kb)",18,36138095,36142860,4766,1,"55250","ENST00000540323.5",294
"232","chr20",63725307,63725327,21,"*","chr20_f_c231[k=93][m=93]",93,"+","Intron (ENST00000448100.6/84619, intron 2 of 6)",20,63733219,63738481,5263,1,"54923","ENST00000632538.1",-7892
"233","chr2",235703228,235703248,21,"*","chr2_f_c561[k=93][m=93]",93,"+","Intron (ENST00000304032.13/116987, intron 1 of 17)",2,235709177,235852853,143677,1,"116987","ENST00000619456.4",-5929
"234","chr22",35971128,35971148,21,"*","chr22_r_c128[k=93][m=93]",93,"-","Intron (ENST00000438146.7/23543, intron 1 of 13)",22,35768268,35961666,193399,2,"23543","ENST00000408983.2",-9462
"235","chr3",105386280,105386300,21,"*","chr3_f_c300[k=93][m=93]",93,"+","Intron (ENST00000306107.9/214, intron 1 of 15)",3,105367343,105576861,209519,1,"214","ENST00000472644.6",18937
"236","chr5",50773490,50773510,21,"*","chr5_f_c87[k=93][m=93]",93,"+","Intron (ENST00000503790.6/79668, intron 6 of 6)",5,50667893,50842342,174450,1,"79668","ENST00000503561.7",105597
"237","chr6",20125250,20125270,21,"*","chr6_r_c52[k=93][m=93]",93,"-","Intron (ENST00000324607.8/154141, intron 7 of 12)",6,20212087,20317739,105653,1,"101928573","ENST00000449143.2",-86817
"238","chr21",40252675,40252695,21,"*","chr21_r_c79[k=94][m=93]",93,"-","Intron (ENST00000400454.6/1826, intron 11 of 32)",21,40212352,40212431,80,2,"100616148","ENST00000585040.1",-40244
"239","chr3",125593867,125593887,21,"*","chr3_r_c333[k=94][m=93]",93,"-","Promoter (1-2kb)",3,125528858,125595497,66640,2,"114885","ENST00000296220.6",1610
"240","chr14",102782234,102782254,21,"*","chr14_f_c280[k=92][m=92]",92,"+","Intron (ENST00000392745.8/7187, intron 1 of 11)",14,102777618,102871953,94336,1,"7187","ENST00000560463.5",4616
"241","chr22",28712487,28712507,21,"*","chr22_r_c73[k=92][m=92]",92,"-","Promoter (<=1kb)",22,28687744,28712495,24752,2,"11200","ENST00000648295.1",0
"242","chr2",238280874,238280894,21,"*","chr2_r_c584[k=92][m=92]",92,"-","Promoter (2-3kb)",2,238261810,238277936,16127,2,"8864","ENST00000355768.6",-2938
"243","chr2",42602133,42602153,21,"*","chr2_f_c116[k=92][m=92]",92,"+","Intron (ENST00000405592.5/57504, intron 4 of 17)",2,42613675,42644245,30571,1,"57504","ENST00000491314.1",-11522
"244","chr4",186618291,186618311,21,"*","chr4_r_c383[k=92][m=92]",92,"-","Exon (ENST00000441802.7/2195, exon 10 of 27)",4,186609250,186610070,821,2,"2195","ENST00000508035.1",-8221
"245","chr2",95533528,95533548,21,"*","chr2_f_c244[k=93][m=92]",92,"+","Promoter (2-3kb)",2,95536117,95536495,379,2,"107985917","ENST00000445492.1",2947
"246","chr9",2822387,2822407,21,"*","chr9_r_c12[k=94][m=92]",92,"-","Intron (ENST00000397885.3/9933, intron 12 of 17)",9,2828475,2829925,1451,2,"9933","ENST00000469168.1",7518
"247","chr7",135642345,135642365,21,"*","chr7_f_c424[k=95][m=92]",92,"+","Promoter (2-3kb)",7,135644899,135648725,3827,1,"23165","ENST00000490439.1",-2534
"248","chr7",116561117,116561137,21,"*","chr7_f_c338[k=113][m=92]",92,"+","3' UTR",7,116570960,116573744,2785,2,"100996266","ENST00000450063.1",12607
"249","chr10",6096203,6096223,21,"*","chr10_f_c22[k=91][m=91]",91,"+","Promoter (<=1kb)",10,6096910,6110059,13150,1,"84991","ENST00000418631.5",-687
"250","chr10",74441351,74441371,21,"*","chr10_f_c204[k=91][m=91]",91,"+","Intron (ENST00000672429.1/132, intron 6 of 9)",10,74525364,74528299,2936,1,"132","ENST00000467840.1",-83993
"251","chr11",70771105,70771125,21,"*","chr11_r_c250[k=91][m=91]",91,"-","Intron (ENST00000601538.6/22941, intron 14 of 25)",11,70654146,70807074,152929,2,"22941","ENST00000470759.5",35949
"252","chr12",553970,553990,21,"*","chr12_f_c0[k=91][m=91]",91,"+","Promoter (1-2kb)",12,552075,563498,11424,1,"283358","ENST00000535402.1",1895
"253","chr16",69264801,69264821,21,"*","chr16_f_c274[k=91][m=91]",91,"+","Intron (ENST00000336278.8/6645, intron 3 of 6)",16,69299682,69322700,23019,1,"27183","ENST00000570054.3",-34861
"254","chr3",43460694,43460714,21,"*","chr3_r_c90[k=91][m=91]",91,"-","Intron (ENST00000292246.8/55129, intron 11 of 12)",3,43366889,43555411,188523,2,"55129","ENST00000448045.1",94697
"255","chr5",135232915,135232935,21,"*","chr5_r_c264[k=91][m=91]",91,"-","Intron (ENST00000624272.3/100996485, intron 3 of 5)",5,135247046,135247815,770,2,"340073","ENST00000555344.1",14880
"256","chr10",17671112,17671132,21,"*","chr10_f_c63[k=92][m=91]",91,"+","Intron (ENST00000377524.8/8027, intron 2 of 13)",10,17684785,17688157,3373,1,"8027","ENST00000486183.1",-13653
"257","chr1",211815343,211815363,21,"*","chr1_r_c707[k=92][m=91]",91,"-","Intron (ENST00000366997.9/9926, intron 2 of 7)",1,211829636,211839933,10298,1,"102723727","ENST00000429499.6",-14273
"258","chr17",40341645,40341665,21,"*","chr17_f_c185[k=92][m=91]",91,"+","Promoter (<=1kb)",17,40341388,40356795,15408,1,"5914","ENST00000394086.7",257
"259","chr19",5639817,5639837,21,"*","chr19_f_c63[k=92][m=91]",91,"+","Promoter (2-3kb)",19,5641851,5648404,6554,1,"6294","ENST00000590485.1",-2014
"260","chr8",47911810,47911830,21,"*","chr8_r_c94[k=92][m=91]",91,"-","Intron (ENST00000314191.7/5591, intron 25 of 85)",8,47926833,47929169,2337,2,"5591","ENST00000541488.1",17339
"261","chr1",15841525,15841545,21,"*","chr1_f_c80[k=93][m=91]",91,"+","Intron (ENST00000673875.1/23013, intron 1 of 11)",1,15836095,15928557,92463,1,"23013","ENST00000673875.1",5430
"262","chr7",92208064,92208084,21,"*","chr7_r_c208[k=93][m=91]",91,"-","Intron (ENST00000650585.1/889, intron 17 of 17)",7,92204015,92204098,84,2,"100302218","ENST00000408593.1",-3966
"263","chr1",37980880,37980900,21,"*","chr1_r_c201[k=94][m=91]",91,"-","Promoter (<=1kb)",1,37979465,37980789,1325,2,"10946","ENST00000488934.1",-91
